Type,, Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label,Type
0,577826,80,22899,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,87.34005852,22899.0,0.0,22899,22899,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,43.67002926,43.67002926,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,5656,1977,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,564960,53,225,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,408888.8889,17777.77778,75.0,128.1717598,223,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,8888.888889,8888.888889,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,474426,443,5633109,7,4,635,150,517,0,90.71428571,190.7072051,150,0,37.5,75.0,139.3546619,1.952740485,563310.9,1641237.356,5232103,3,5633109,938851.5,2166478.561,5360220,3,313428,104476.0,113653.18,225505,18,0,0,0,0,232,136,1.242653036,0.710087449,0,517,65.41666667,149.8383725,22451.53788,0,0,0,1,0,0,0,0,0,71.36363636,90.71428571,37.5,232,0,0,0,0,0,0,7,635,4,150,29200,230,3,32,401003.0,0.0,401003,401003,5232103.0,0.0,5232103,5232103,BENIGN,0
0,593898,46780,52,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,19230.76923,19230.76923,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,905,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,457280,53,76697,1,1,52,180,52,52,52.0,0.0,180,180,180.0,0.0,3024.890152,26.07663924,76697.0,0.0,76697,76697,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,13.03831962,13.03831962,52,180,94.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,142.0,52.0,180.0,20,0,0,0,0,0,0,1,52,1,180,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,347733,443,714031,6,9,792,4048,460,0,132.0,179.242852,1460,0,449.7777778,600.8291724,6778.417184,21.00749127,51002.21429,72326.01883,188812,1,477759,95551.8,77375.73285,154531,7268,565863,70732.875,85324.94611,194194,1,0,0,0,0,132,192,8.402996509,12.60449476,0,1460,302.5,483.7182375,233983.3333,0,0,0,1,0,0,0,0,1,322.6666667,132.0,449.7777778,132,0,0,0,0,0,0,6,792,9,4048,8192,87,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,684722,50668,60,1,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,300000.0,66666.66667,20.0,31.19294792,56,1,0,0.0,0.0,0,0,4,2.0,1.414213562,3,1,0,0,0,0,32,60,16666.66667,50000.0,0,6,3.6,3.286335345,10.8,0,0,0,0,1,0,0,0,3,4.5,0.0,6.0,32,0,0,0,0,0,0,1,0,3,18,1173,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,638121,53,187,2,2,66,98,33,33,33.0,0.0,49,49,49.0,0.0,877005.3476,21390.37433,62.33333333,102.7683479,181,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,10695.18717,10695.18717,33,49,39.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,49.25,33.0,49.0,64,0,0,0,0,0,0,2,66,2,98,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,395249,53,30827,1,1,41,73,41,41,41.0,0.0,73,73,73.0,0.0,3698.056898,64.8781912,30827.0,0.0,30827,30827,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.4390956,32.4390956,41,73,51.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,77.5,41.0,73.0,20,0,0,0,0,0,0,1,41,1,73,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,528198,53,24123,2,2,74,198,37,37,37.0,0.0,99,99,99.0,0.0,11275.54616,165.8168553,8041.0,13885.87037,24075,1,1,1.0,0.0,1,1,47,47.0,0.0,47,47,0,0,0,0,64,64,82.90842764,82.90842764,37,99,61.8,33.95879857,1153.2,0,0,0,0,0,0,0,0,1,77.25,37.0,99.0,64,0,0,0,0,0,0,2,74,2,198,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,590259,443,17961,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,668.1142475,111.3523746,17961.0,0.0,17961,17961,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,55.67618729,55.67618729,6,6,6.0,0.0,0.0,1,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,0,60,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,526393,46342,62,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,32258.06452,62.0,0.0,62,62,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16129.03226,16129.03226,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,383,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,629104,53,49050,1,1,62,78,62,62,62.0,0.0,78,78,78.0,0.0,2854.230377,40.77471967,49050.0,0.0,49050,49050,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,20.38735984,20.38735984,62,78,67.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,101.0,62.0,78.0,32,0,0,0,0,0,0,1,62,1,78,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,636777,443,42846,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,46.67880316,42846.0,0.0,42846,42846,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,23.33940158,23.33940158,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,364,130,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,566143,443,87475432,24,25,804,26012,352,0,33.5,82.35712266,4380,0,1040.48,1204.775813,306.554645,0.560157279,1822404.833,3838547.952,10000000,2,87500000,3803279.652,4874846.74,10000000,197,80200000,3343693.25,4824823.657,10000000,48,0,0,0,0,492,608,0.274362749,0.28579453,0,4380,536.32,986.6618518,973501.6098,0,0,0,1,0,0,0,0,1,547.2653061,33.5,1040.48,492,0,0,0,0,0,0,24,804,25,26012,8192,980,23,20,30000.22222,20669.98193,85120,23067,9689492.222,932247.9714,10000000,7203498,BENIGN,0
0,246967,443,149607,32,42,860,57273,259,0,26.875,64.69369516,2896,0,1363.642857,626.498976,388571.3904,494.629262,2049.410959,5668.42936,29875,1,149607,4826.032258,8546.805284,33353,69,116384,2838.634146,7460.449279,37462,46,0,0,0,0,1032,1352,213.8937349,280.7355271,0,2896,775.1066667,816.1050968,666027.529,0,0,0,1,0,0,0,0,1,785.5810811,26.875,1363.642857,1032,0,0,0,0,0,0,32,860,42,57273,29200,126,7,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,593793,53610,14,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,857142.8571,142857.1429,14.0,0.0,14,14,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,71428.57143,71428.57143,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,288,16226,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,26056,443,98,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20408.16327,98.0,0.0,98,98,98,98.0,0.0,98,98,0,0.0,0.0,0,0,0,0,0,0,64,0,20408.16327,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,347,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,239648,443,117385411,68,60,3516,66075,857,0,51.70588235,157.2884088,2836,0,1101.25,672.148481,592.8419844,1.090425113,924294.5748,2845035.289,10000000,1,117000000,1752021.06,3755510.709,10100000,1,112000000,1903143.949,3934115.953,10100000,2,0,0,0,0,2184,1928,0.579288341,0.511136772,0,2836,539.4651163,705.5458995,497795.0164,0,0,0,1,0,0,0,0,0,543.6796875,51.70588235,1101.25,2184,0,0,0,0,0,0,68,3516,60,66075,29200,412,9,32,183666.0833,502347.7171,1778746,36824,9598451.417,1428258.298,10000000,5063156,BENIGN,0
0,593592,53,181,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,1082872.928,22099.44751,60.33333333,63.40609855,129,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,52,11049.72376,11049.72376,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,64,0,0,0,0,0,0,2,82,2,114,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,31113,443,116255802,22,21,1194,9491,389,0,54.27272727,112.3901291,2021,0,451.952381,713.3889876,91.90939133,0.369874013,2767995.286,4433808.78,10000000,1,116000000,5535990.571,4952246.31,10000000,3,111000000,5541346.4,5084107.743,10000000,1,0,0,0,0,452,564,0.189237867,0.180636146,0,2021,242.8409091,532.7258968,283796.8811,0,0,0,1,0,0,0,0,0,248.4883721,54.27272727,451.952381,452,0,0,0,0,0,0,22,1194,21,9491,8192,127,21,20,77924.0,166593.1392,606928,29585,9610059.25,1326067.123,10000000,5399247,BENIGN,0
0,672695,49571,48,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,250000.0,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,40,0,41666.66667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,583427,53,167,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1149700.599,23952.09581,55.66666667,91.22134253,161,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,11976.0479,11976.0479,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,40,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,37740,53,136695,1,1,66,237,66,66,66.0,0.0,237,237,237.0,0.0,2216.613629,14.63111306,136695.0,0.0,136695,136695,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,7.315556531,7.315556531,66,237,123.0,98.72689603,9747.0,0,0,0,0,0,0,0,0,1,184.5,66.0,237.0,40,0,0,0,0,0,0,1,66,1,237,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,535786,53,165,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,557575.7576,24242.42424,55.0,89.20201791,158,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,12121.21212,12121.21212,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,170297,42052,12048,2,2,0,12,0,0,0.0,0.0,6,6,6.0,0.0,996.0159363,332.0053121,4016.0,5802.783901,10705,332,12048,12048.0,0.0,12048,12048,1011,1011.0,0.0,1011,1011,0,0,0,0,64,40,166.002656,166.002656,0,6,2.4,3.286335345,10.8,0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,64,0,0,0,0,0,0,2,0,2,12,235,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,358560,443,738948,8,10,1330,4012,651,0,166.25,266.2494802,1635,0,401.2,627.8005345,7229.1961,24.35895354,43467.52941,75023.97893,181771,1,591656,84522.28571,104599.4626,220496,138,557177,61908.55556,92055.30267,186129,1,0,0,0,0,264,328,10.82620157,13.53275197,0,1635,281.1578947,492.8491163,242900.2515,0,0,0,1,0,0,0,0,1,296.7777778,166.25,401.2,264,0,0,0,0,0,0,8,1330,10,4012,29200,36,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,502296,53,500369,1,1,50,99,50,50,50.0,0.0,99,99,99.0,0.0,297.7802382,3.997050177,500369.0,0.0,500369,500369,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,1.998525088,1.998525088,50,99,66.33333333,28.29016319,800.3333333,0,0,0,0,0,0,0,0,1,99.5,50.0,99.0,20,0,0,0,0,0,0,1,50,1,99,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,364539,53,23999,2,2,84,310,42,42,42.0,0.0,155,155,155.0,0.0,16417.35072,166.6736114,7999.666667,13848.90091,23991,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,40,83.3368057,83.3368057,42,155,87.2,61.892649,3830.7,0,0,0,0,0,0,0,0,1,109.0,42.0,155.0,64,0,0,0,0,0,0,2,84,2,310,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,517461,49704,23,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,521739.1304,86956.52174,23.0,0.0,23,23,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,43478.26087,43478.26087,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,288,253,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,411213,443,64105523,7,2,187,92,46,6,26.71428571,20.0890873,46,46,46.0,0.0,4.352199108,0.14039352,8013190.375,20400000.0,58400000,3,64100000,10700000.0,23500000.0,58400000,3,58600000,58600000.0,0.0,58600000,58600000,1,0,0,0,140,40,0.10919496,0.03119856,6,46,32.5,18.86354509,355.8333333,0,1,0,0,1,0,0,0,0,36.11111111,26.71428571,46.0,140,0,0,0,0,0,0,7,187,2,92,65323,83,6,20,209340.5,716.2991693,209847,208834,31800000.0,37500000.0,58400000,5291712,BENIGN,0
0,322762,443,160,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,75000.0,12500.0,160.0,0.0,160,160,160,160.0,0.0,160,160,0,0.0,0.0,0,0,0,0,0,0,40,0,12500.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,576802,80,84720,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,141.6430595,23.60717658,84720.0,0.0,84720,84720,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11.80358829,11.80358829,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,60,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,350770,17737,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,361,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,518708,53,24401,2,2,72,232,36,36,36.0,0.0,116,116,116.0,0.0,12458.5058,163.9277079,8133.666667,14084.45996,24397,0,0,0.0,0.0,0,0,4,4.0,0.0,4,4,0,0,0,0,64,64,81.96385394,81.96385394,36,116,68.0,43.8178046,1920.0,0,0,0,0,0,0,0,0,1,85.0,36.0,116.0,64,0,0,0,0,0,0,2,72,2,232,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,544714,53,31053,2,2,82,146,41,41,41.0,0.0,73,73,73.0,0.0,7342.285769,128.812031,10351.0,17921.52971,31045,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,88,64.40601552,64.40601552,41,73,53.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,67.25,41.0,73.0,64,0,0,0,0,0,0,2,82,2,146,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,625631,53,78509,4,2,216,140,54,54,54.0,0.0,70,70,70.0,0.0,4534.511967,76.42435899,15701.8,21845.82289,44750,1,44755,14918.33333,25834.98121,44750,1,3,3.0,0.0,3,3,0,0,0,0,128,64,50.94957266,25.47478633,54,70,58.57142857,7.807200584,60.95238095,0,0,0,0,0,0,0,0,0,68.33333333,54.0,70.0,128,0,0,0,0,0,0,4,216,2,140,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,381639,37300,4,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,750000.0,2.0,1.414213562,3,1,4,2.0,1.414213562,3,1,0,0.0,0.0,0,0,0,0,0,0,96,0,750000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,395,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,369605,53,151,2,2,86,118,43,43,43.0,0.0,59,59,59.0,0.0,1350993.377,26490.06623,50.33333333,80.25168742,143,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,13245.03311,13245.03311,43,59,49.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,61.75,43.0,59.0,40,0,0,0,0,0,0,2,86,2,118,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,667305,53,30842,2,2,74,178,37,37,37.0,0.0,89,89,89.0,0.0,8170.67635,129.6932754,10280.66667,17803.17293,30838,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,64.8466377,64.8466377,37,89,57.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,72.25,37.0,89.0,64,0,0,0,0,0,0,2,74,2,178,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,23176,50699,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,10227,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,532257,53,466,1,1,58,139,58,58,58.0,0.0,139,139,139.0,0.0,422746.7811,4291.845494,466.0,0.0,466,466,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,2145.922747,2145.922747,58,139,85.0,46.7653718,2187.0,0,0,0,0,0,0,0,0,1,127.5,58.0,139.0,32,0,0,0,0,0,0,1,58,1,139,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,631506,53,72523,4,2,184,472,46,46,46.0,0.0,236,236,236.0,0.0,9045.406285,82.73237456,14504.6,20224.67177,41685,1,30834,10278.0,17797.68814,30829,1,4,4.0,0.0,4,4,0,0,0,0,80,40,55.15491637,27.57745819,46,236,100.2857143,92.71050693,8595.238095,0,0,0,0,0,0,0,0,0,117.0,46.0,236.0,80,0,0,0,0,0,0,4,184,2,472,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,610146,53,23781,2,2,66,140,33,33,33.0,0.0,70,70,70.0,0.0,8662.377528,168.2015054,7927.0,13726.50269,23777,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,40,64,84.1007527,84.1007527,33,70,47.8,20.26573463,410.7,0,0,0,0,0,0,0,0,1,59.75,33.0,70.0,40,0,0,0,0,0,0,2,66,2,140,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,671588,53,156,2,2,102,134,51,51,51.0,0.0,67,67,67.0,0.0,1512820.513,25641.02564,52.0,84.87048957,150,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,12820.51282,12820.51282,51,67,57.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,71.75,51.0,67.0,64,0,0,0,0,0,0,2,102,2,134,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,360980,443,1138675,9,10,703,3950,267,0,78.11111111,103.3022803,1448,0,395.0,587.483144,4086.328408,16.68606055,63259.72222,118267.5371,495486,10,1015632,126954.0,194107.2602,591113,215,1043543,115949.2222,159529.031,495486,48,0,0,0,0,296,328,7.90392342,8.782137133,0,1448,232.65,442.7331708,196012.6605,0,0,0,1,0,0,0,0,1,244.8947368,78.11111111,395.0,296,0,0,0,0,0,0,9,703,10,3950,29200,254,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,655616,53,1136,2,2,86,208,43,43,43.0,0.0,104,104,104.0,0.0,258802.8169,3521.126761,378.6666667,648.9417026,1128,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,1760.56338,1760.56338,43,104,67.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,84.25,43.0,104.0,40,0,0,0,0,0,0,2,86,2,208,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,497630,53,31703,1,1,57,96,57,57,57.0,0.0,96,96,96.0,0.0,4826.0417,63.08551241,31703.0,0.0,31703,31703,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,31.54275621,31.54275621,57,96,70.0,22.5166605,507.0,0,0,0,0,0,0,0,0,1,105.0,57.0,96.0,20,0,0,0,0,0,0,1,57,1,96,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,428915,80,2959144,2,2,6,6,6,0,3.0,4.242640687,6,0,3.0,4.242640687,4.055226782,1.351742261,986381.3333,1665120.985,2908880,91,50264,50264.0,0.0,50264,50264,2908971,2908971.0,0.0,2908971,2908971,0,0,0,0,52,52,0.67587113,0.67587113,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,1,3.0,3.0,3.0,52,0,0,0,0,0,0,2,6,2,6,8192,106,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,118432,53,66072,1,1,53,69,53,53,53.0,0.0,69,69,69.0,0.0,1846.470517,30.27000848,66072.0,0.0,66072,66072,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15.13500424,15.13500424,53,69,58.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,87.5,53.0,69.0,32,0,0,0,0,0,0,1,53,1,69,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,396690,443,116811094,7,7,324,629,168,6,46.28571429,57.27627282,397,6,89.85714286,137.9811926,8.15847166,0.11985163,8985468.769,21800000.0,58200000,2,117000000,19500000.0,30000000.0,58200000,334,117000000,19400000.0,30100000.0,58500000,2,1,0,0,0,140,140,0.059925815,0.059925815,6,397,74.73333333,103.4687438,10705.78095,0,1,0,0,1,0,0,0,1,80.07142857,46.28571429,89.85714286,140,0,0,0,0,0,0,7,324,7,629,16382,377,6,20,181863.5,73276.76863,233678,130049,58100000.0,181703.1082,58200000,58000000,BENIGN,0
0,369479,80,57308633,9,9,472,1782,430,0,52.44444444,141.5972379,1770,0,198.0,589.5057252,39.33089802,0.314088804,3371096.059,4709544.671,10000000,45,50300000,6291531.625,5157386.839,10000000,192,57300000,7158962.25,4499802.277,10000000,37240,0,0,0,0,192,252,0.157044402,0.157044402,0,1770,118.6315789,411.6854531,169484.9123,0,0,0,1,0,0,0,0,1,125.2222222,52.44444444,198.0,192,0,0,0,0,0,0,9,472,9,1782,8192,946,8,20,67578.6,68931.56447,190887,36666,9998872.0,4697.834501,10000000,9991968,BENIGN,0
0,370645,58949,232,2,1,37,6,31,6,18.5,17.67766953,6,6,6.0,0.0,185344.8276,12931.03448,116.0,127.2792206,206,26,232,232.0,0.0,232,232,0,0.0,0.0,0,0,1,0,0,0,40,20,8620.689655,4310.344828,6,31,18.5,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,24.66666667,18.5,6.0,40,0,0,0,0,0,0,2,37,1,6,292,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
0,407915,80,115316173,16,14,514,1812,430,0,32.125,106.1105556,1806,0,129.4285714,482.5531002,20.17063123,0.260154315,3976419.759,4869699.342,9993844,39,115000000,7687744.867,4172645.541,10000000,2396,110000000,8489597.538,3758817.893,10000000,1104,0,0,0,0,332,424,0.138748968,0.121405347,0,1806,75.03225806,330.2802329,109085.0323,0,0,0,1,0,0,0,0,0,77.53333333,32.125,129.4285714,332,0,0,0,0,0,0,16,514,14,1812,8192,946,15,20,40611.09091,12269.5356,77604,36728,9992580.818,3034.442084,9993844,9983641,BENIGN,0
